Description,Name
Adjusted cohort count for transfer rate at four-year institutions (denominator of 150% transfer rate),transfer_rate.cohort_4yr.full_time_pooled
Adjusted cohort count for transfer rate at less-than-four-year institutions (denominator of 150% transfer rate),transfer_rate.cohort_less_than_4yr.full_time_pooled
"Transfer rate for first-time, full-time students at four-year institutions (within 150% of expected time to completion/6 years)",transfer_rate_suppressed.4yr.full_time_pooled
"Transfer rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)",transfer_rate_suppressed.less_than_4yr.full_time_pooled
"Completion rate for first-time, full-time students at four-year institutions (100% of expected time to completion), pooled for rolling averages",completion_rate_four_year_100_pooled
"Completion rate for first-time, full-time students at less-than-four-year institutions (100% of expected time to completion), pooled for rolling averages",completion_rate_lt_four_year_100_pooled
"Adjusted cohort count for completion rate at four-year institutions (denominator of 100% completion rate), pooled for rolling averages",completion_cohort_four_year_100_pooled
"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 100% completion rate), pooled for rolling averages",completion_cohort_lt_four_year_100_pooled
Years used for rolling averages of completion rate C100_[4/L4]_POOLED,pooled_yrs_used_100
"Completion rate for first-time, full-time students at four-year institutions (100% of expected time to completion), pooled for rolling averages and suppressed for small n size.",rate_suppressed.four_year_100_pooled
"Completion rate for first-time, full-time students at less-than-four-year institutions (100% of expected time to completion), pooled for rolling averages and suppressed for small n size.",rate_suppressed.lt_four_year_100_pooled
"Completion rate for first-time, full-time students receiving a Pell Grant during their first year of college at four-year institutions (150% of expected time to completion)",completion_rate_four_year_150_pell
Adjusted cohort count for Pell Grant recipient completion rate at four-year institutions (denominator of 150% Pell Grant recipient completion rate),completion_cohort_four_year_150_pell
"Completion rate for first-time, full-time students receiving a Pell Grant during their first year of college at less-than-four-year institutions (150% of expected time to completion)",completion_rate_lt_four_year_150_pell
Adjusted cohort count for Pell Grant recipient completion rate at less-than-four-year institutions (denominator of 150% Pell Grant recipient completion rate),completion_cohort_lt_four_year_150_pell
"Completion rate for first-time, full-time students receiving a Direct Subsidized Loan but not a Pell Grant during their first year of college at four-year institutions (150% of expected time to completion)",completion_rate_four_year_150_loan_nopell
Adjusted cohort count for Direct Subsidized Loan recipients who did not receive a Pell Grant completion rate at four-year institutions (denominator of 150% Direct Subsidized Loan recipient who did not receive a Pell Grant completion rate),completion_cohort_four_year_150_loan_nopell
"Completion rate for first-time, full-time students receiving a Direct Subsidized Loan but not a Pell Grant during their first year of college at less-than-four-year institutions (150% of expected time to completion)",completion_rate_lt_four_year_150_loan_nopell
Adjusted cohort count for Direct Subsidized Loan recipients who did not receive a Pell Grant completion rate at less-than-four-year institutions (denominator of 150% Direct Subsidized Loan recipient who did not receive a Pell Grant completion rate),completion_cohort_lt_four_year_150_loan_nopell
"Completion rate for first-time, full-time students receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college at four-year institutions (150% of expected time to completion)",completion_rate_four_year_150_noloan_nopell
Adjusted cohort count for those who did not receive a Direct Subsidized Loan or a Pell Grant completion rate at four-year institutions (denominator of 150% did not receive a Direct Subsidized Loan or Pell Grant completion rate),completion_cohort_four_year_150_noloan_nopell
"Completion rate for first-time, full-time students receiving neither a Direct Subsidized Loan or a Pell Grant during their first year of college at less-than-four-year institutions (150% of expected time to completion)",completion_rate_lt_four_year_150_noloan_nopell
Adjusted cohort count for those who did not receive a Direct Subsidized Loan or a Pell Grant completion rate at less-than-four-year institutions (denominator of 150% did not receive a Direct Subsidized Loan or Pell Grant completion rate),completion_cohort_lt_four_year_150_noloan_nopell
"Adjusted cohort count of full-time, first-time students (denominator for the percentage receiving an award within 6 years of entry), pooled across years.",outcome_cohort.full_time.first_time.6yr_pooled
"Percentage of full-time, first-time student receiving an award within 6 years of entry, pooled in rolling averages.",perc.full_time.first_time.6yr.award_pooled
"Adjusted cohort count of full-time, first-time students (denominator for the 8-year outcomes percentages), pooled across years.",outcome_cohort.full_time.first_time.8yr_pooled
"Percentage of full-time, first-time student receiving an award within 8 years of entry, pooled in rolling averages.",perc.full_time.first_time.8yr.award_pooled
"Percentage of full-time, first-time students that did not receive an award and are still enrolled at this institution 8 years after entry, pooled in rolling averages.",perc.full_time.first_time.8yr.still_enrolled_pooled
"Percentage of full-time, first-time students that did not receive an award and enrolled at another institution after leaving this institution within 8 years of entry, pooled in rolling averages.",perc.full_time.first_time.8yr.transfer_pooled
